fc_id,em_id,score,label
Trh-M-500163,672006007,0.4875,1
TH-F-000019,5813021602,0.4853,1
TH-F-300062,1262360335,0.4782,1
Trh-M-500163,891663788,0.4777,1
VGlut-F-000463,1037293275,0.4767,1
Trh-M-400110,1008024276,0.4759,1
Trh-F-300112,953414780,0.4748,1
Trh-F-400055,1008024276,0.4736,1
Trh-F-300112,1008024276,0.4683,1
TH-M-100063,1449247522,0.4673,1
VGlut-F-400898,1668944259,0.4671,1
Trh-M-400052,1008024276,0.4644,1
VGlut-F-800130,1640555311,0.4644,1
Trh-F-400055,953414780,0.4642,1
Trh-F-300112,5813053851,0.4639,1
Trh-M-400131,1008024276,0.4637,1
Trh-M-400110,957506896,0.4623,1
fru-F-000094,298603730,0.4607,1
Cha-F-000239,1733677514,0.4582,0
TH-F-000036,5813011298,0.4526,0
VGlut-F-400757,5901196806,0.4524,1
Cha-F-000239,1037293275,0.4485,0
VGlut-F-000177,672283773,0.448,0
Trh-M-400110,1070426862,0.4441,1
VGlut-F-400049,297251714,0.4423,0
VGlut-F-400186,1700644008,0.4418,1
TH-M-300005,1289359184,0.4407,1
VGlut-F-500876,5813034455,0.4395,1
VGlut-F-500876,5901196806,0.4355,1
TH-M-000032,5813021602,0.4354,1
VGlut-F-400757,1730651751,0.4333,1
Trh-F-400055,922069357,0.4316,1
VGlut-F-400898,1700644008,0.4309,1
TH-F-300062,1168915489,0.4273,1
Trh-M-300138,1008024276,0.4254,1
Trh-M-400023,957506896,0.4254,1
TH-M-100057,1449247522,0.4237,1
VGlut-F-400757,5813034455,0.4228,1
VGlut-F-700541,1700644008,0.4217,1
VGlut-F-300438,5813019526,0.4202,1
Cha-F-000239,1794055377,0.4186,1
VGlut-F-400186,1730651751,0.4161,1
VGlut-F-400186,1888199872,0.4157,1
Cha-F-000239,1316245799,0.4151,0
Trh-M-400131,953414780,0.4109,1
TH-F-200106,1225640135,0.4101,1
TH-F-100036,359931311,0.4098,1
VGlut-F-200392,1135441187,0.4066,0
Trh-M-300138,953414780,0.3999,1
VGlut-F-700541,5901196806,0.3995,1
VGlut-F-400184,1730651751,0.3988,1
Trh-M-400023,1051980223,0.3984,1
Trh-M-300071,1008024276,0.3926,1
VGlut-F-500335,5813034455,0.3918,1
TH-M-200013,1035601661,0.3917,1
Trh-M-300138,1070426862,0.3908,1
VGlut-F-400898,5901196806,0.3905,1
VGlut-F-700541,1668944259,0.3901,1
VGlut-F-700541,5813034455,0.3894,1
Trh-M-400052,953414780,0.386,1
Trh-M-400052,1070426862,0.3841,1
VGlut-F-600204,5813064410,0.3838,0
Trh-M-400131,1070426862,0.3806,1
TH-F-200004,484126552,0.3789,0
Trh-M-300140,922069357,0.3777,1
VGlut-F-400184,1700644008,0.3738,1
fru-F-000094,328611004,0.372,0
Cha-F-000239,610274029,0.3703,0
VGlut-F-000158,296543992,0.3673,0
VGlut-F-400184,1888199872,0.3662,1
VGlut-F-400184,5901196806,0.3659,1
VGlut-F-500335,5901196806,0.3652,1
TH-F-000019,361005850,0.3646,0
VGlut-F-400184,5813034455,0.3631,1
TH-M-000029,361005850,0.3609,0
Cha-F-400237,5813021533,0.3579,0
TH-M-000032,542376096,0.3575,0
Trh-M-400131,988567837,0.3571,1
TH-M-200010,548712377,0.356,1
TH-F-200026,5813049380,0.3553,0
TH-F-200004,5813021602,0.3547,0
TH-M-300063,329970706,0.3511,1
TH-F-000036,510987433,0.3473,0
Cha-F-500071,609548390,0.3416,1
TH-M-000032,361005850,0.3293,0
TH-M-100016,361312808,0.3293,0
TH-F-100075,5813021602,0.3287,0
VGlut-F-500002,5813021602,0.3283,0
VGlut-F-200036,979627466,0.3279,0
TH-M-200095,393766777,0.3235,0
TH-M-200010,5813020996,0.3223,0
Cha-F-400237,701201945,0.3217,1
TH-F-200064,361312808,0.3204,0
Gad1-F-600059,1110972158,0.3201,1
TH-M-300063,5813049380,0.3161,0
Cha-F-200299,5812987694,0.3123,1
TH-F-000036,486880919,0.3123,0
VGlut-F-000463,610274046,0.3116,0
TH-M-200095,548712377,0.3115,0
VGlut-F-100002,5813055298,0.3115,0
TH-F-300037,361312808,0.3109,0
Gad1-F-600059,298595394,0.3095,1
TH-M-200010,735941254,0.3089,0
VGlut-F-400049,327499164,0.307,0
TH-F-200034,361312808,0.3051,0
TH-M-200095,579575594,0.3049,0
TH-M-200049,361312808,0.3035,0
VGlut-F-600204,1005857944,0.3031,0
VGlut-F-200036,5813021583,0.3029,0
VGlut-F-600204,5813068748,0.2981,0
VGlut-F-400049,330268940,0.2968,0
VGlut-F-200319,421646999,0.2931,0
TH-M-200064,361312808,0.2929,0
Gad1-F-600059,455431209,0.2908,1
VGlut-F-000158,361273559,0.2888,0
Trh-M-300071,957506896,0.2882,1
Trh-M-300071,1070426862,0.2879,1
VGlut-F-600204,669325882,0.2866,0
TH-F-100075,510987433,0.2834,0
TH-F-200004,510987433,0.2794,0
TH-F-100075,329225149,0.2786,0
TH-F-000036,326817334,0.2778,0
TH-F-100095,361312808,0.2758,0
TH-F-100075,297251714,0.2754,0
VGlut-F-500002,297251714,0.2728,0
Cha-F-000329,579510789,0.27,1
TH-M-300063,331662710,0.2681,0
VGlut-F-500002,296139882,0.2679,0
VGlut-F-000158,298214577,0.2641,0
TH-F-200026,331662710,0.2598,0
VGlut-F-300438,358890923,0.2592,0
TH-M-000029,5813055949,0.2591,0
TH-F-000010,359931311,0.2588,1
VGlut-F-200036,5813056261,0.2565,0
TH-F-000009,5813021112,0.2561,0
VGlut-F-000016,5813033371,0.2559,0
VGlut-F-200392,950880008,0.2555,0
Trh-M-700039,543692985,0.254,0
TH-F-300062,5813082239,0.2477,1
VGlut-F-300438,390280026,0.2426,0
Trh-M-300071,5813062858,0.2404,1
TH-M-200013,1107561814,0.2386,0
TH-F-200081,328611004,0.2377,0
Trh-M-300071,953414780,0.2334,1
Cha-F-100135,422738252,0.2284,0
TH-M-000029,487143497,0.2267,0
VGlut-F-000111,484359937,0.2266,1
Trh-M-700039,516055524,0.2169,0
VGlut-F-500002,329225149,0.2125,0
TH-F-300037,328611004,0.2122,0
Cha-F-100135,424793122,0.2095,0
TH-F-200034,328611004,0.2092,0
VGlut-F-100002,5813126031,0.205,0
TH-M-300005,579268807,0.2019,0
TH-M-000008,579268807,0.1945,0
TH-F-200037,422751191,0.189,0
TH-F-200037,330640044,0.1888,0
TH-F-100095,5813049380,0.1871,0
TH-F-100083,5813049380,0.1846,0
TH-F-200037,517514142,0.1846,0
VGlut-F-200036,823058891,0.1842,0
TH-F-100099,328611004,0.1824,0
VGlut-F-000111,671233447,0.18,1
TH-M-100016,328611004,0.1784,0
VGlut-F-000111,1043705078,0.1784,1
TH-F-300078,576825965,0.1779,0
Cha-F-100135,735941254,0.1735,0
TH-F-200037,328611004,0.1733,0
VGlut-F-400049,329225149,0.1729,0
TH-M-300063,5813020673,0.1704,0
TH-M-000045,328611004,0.168,0
VGlut-F-000303,575768294,0.1654,0
Cha-F-000329,609548390,0.1623,1
TH-M-200064,328611004,0.1622,0
TH-F-200081,5813049380,0.1617,0
TH-F-200096,5813049380,0.1593,0
TH-M-200013,5813048837,0.1585,0
TH-F-300037,393063351,0.157,0
TH-F-200064,328611004,0.1556,0
TH-F-000009,797442049,0.1533,0
VGlut-F-200392,5812987694,0.1479,0
Trh-M-100071,707539688,0.1438,0
VGlut-F-700261,1228265278,0.1404,0
TH-F-200034,393063351,0.1379,0
Trh-M-200043,2040301572,0.1331,0
TH-F-000009,5813063093,0.1315,0
VGlut-F-000303,329897255,0.1285,0
Trh-F-100066,707539688,0.1246,0
TH-M-200064,298258399,0.114,0
Trh-F-100001,707539688,0.1076,0
VGlut-F-200062,5813021602,0.1065,0
TH-M-200035,543692985,0.1059,0
VGlut-F-200062,487143497,0.1046,0
Trh-F-100001,922069357,0.1037,0
TH-F-200064,5813049380,0.1024,0
Trh-M-100071,614081151,0.1024,0
Cha-F-300267,298258399,0.1001,0
VGlut-F-400334,576825965,0.0999,0
Trh-M-700039,1043117106,0.0982,0
Trh-M-100071,922069357,0.0956,0
Trh-F-100038,704699661,0.0899,0
VGlut-F-100035,5813011119,0.086,0
TH-F-300078,736860990,0.0855,0
Trh-F-100066,614081151,0.0825,0
TH-F-200096,5813020673,0.0823,1
Trh-M-100025,614081151,0.0817,0
VGlut-F-200062,417221397,0.0801,0
Trh-M-100020,328611004,0.0785,0
TH-M-300005,423101189,0.0771,0
VGlut-F-100035,636789034,0.0763,0
Trh-F-100066,5813057861,0.0738,0
TH-F-000091,298258399,0.0732,0
Trh-M-100025,705795727,0.064,0
TH-M-200013,1192019859,0.0624,0
TH-F-100050,5813041180,0.0597,0
Trh-M-100037,704699661,0.0529,0
Trh-M-700039,456847100,0.0528,0
TH-F-000012,579912201,0.0524,0
Trh-F-100001,614081151,0.0515,0
Trh-M-100025,5813057861,0.0485,0
fru-F-000131,297925608,0.0482,0
Trh-F-000008,704699661,0.048,0
Trh-M-100037,1727979406,0.044,0
VGlut-F-100125,1135837629,0.0428,0
VGlut-F-400334,736860990,0.0425,0
TH-F-200096,387568523,0.0386,0
Trh-F-100038,693927941,0.038,0
VGlut-F-000303,698569644,0.038,0
Trh-F-100001,642694410,0.037,0
VGlut-F-100003,704699661,0.0369,0
VGlut-F-000177,1479156699,0.0348,0
TH-F-000010,331774819,0.0311,0
TH-F-000010,543821838,0.0289,0
TH-M-300005,1036637638,0.0275,0
TH-F-100050,1160073701,0.0212,0
Trh-M-700039,329897255,0.0207,0
TH-M-000008,581746661,0.0183,0
VGlut-F-400334,5813011660,0.0172,0
VGlut-F-200251,424793122,0.0152,0
Cha-F-500071,828455033,0.0042,1
Gad1-F-500004,5813021943,0.004,0
TH-M-200035,5813021943,0.0032,0
VGlut-F-100003,693927941,-0.0007,0
Trh-M-100037,693927941,-0.0029,0
TH-F-300078,667266529,-0.0051,0
TH-F-100036,331774819,-0.0052,0
VGlut-F-000177,515049524,-0.0113,0
Cha-F-500071,764377593,-0.0151,0
Trh-F-000008,1727979406,-0.0152,0
Trh-F-000008,693927941,-0.0235,0
VGlut-F-700261,5813040277,-0.024,0
Trh-M-100037,5812982656,-0.0311,0
TH-M-100063,1572390197,-0.0313,0
VGlut-F-400334,5812980494,-0.0397,0
VGlut-F-100003,5812982656,-0.0544,0
TH-M-000008,611693656,-0.0575,0
VGlut-F-000177,1354368623,-0.0694,0
fru-F-000131,328265389,-0.0711,0
Trh-F-100038,5812982656,-0.0727,0
TH-M-100057,5813069496,-0.0741,0
Cha-F-000329,5813078595,-0.1008,0
Gad1-F-500004,452953198,-0.1062,0
TH-M-200035,452953198,-0.1148,0
TH-M-100057,925241334,-0.1249,0
TH-M-000008,520617773,-0.1251,0
Trh-F-100038,549597974,-0.1393,0
TH-F-300037,267551639,-0.14,0
TH-M-100057,1048250312,-0.1402,0
TH-M-200049,267551639,-0.1409,0
fru-F-000131,543821838,-0.1442,0
TH-F-200034,327937328,-0.1558,0
fru-F-000131,391496898,-0.1573,0
Gad1-F-500004,544046671,-0.1702,0
TH-F-200034,267551639,-0.1801,0
TH-M-000045,267551639,-0.1822,0
TH-F-200106,727652372,-0.2136,0
VGlut-F-100003,549597974,-0.2137,0
TH-F-000012,667266529,-0.219,0
VGlut-F-100125,329566174,-0.2255,0
VGlut-F-200251,514850616,-0.2303,0
VGlut-F-000556,915481348,-0.2405,0
TH-F-200106,1134107162,-0.2777,0
VGlut-F-100125,5813020347,-0.3085,0
TH-F-200106,884916323,-0.3114,0
VGlut-F-200251,5813011133,-0.3372,0
VGlut-F-100125,488922181,-0.3934,0
TH-M-100063,1443135486,-0.4186,0
VGlut-F-000556,978177557,-0.4346,0
VGlut-F-000556,944720631,-0.4505,0
Cha-F-000329,451982486,-0.4526,0
TH-F-000012,573333835,-0.4696,0
TH-M-100063,1449618949,-0.4959,0
TH-M-000030,1630051981,-0.5216,0
TH-M-300063,5812981000,-0.7182,0
